CustomerID,PersonID,StoreID,TerritoryID,AccountNumber
370,NULL,1224,6,AW00000370
371,NULL,750,6,AW00000371
372,NULL,1852,6,AW00000372
373,NULL,1222,7,AW00000373
374,NULL,748,8,AW00000374
375,NULL,1854,9,AW00000375
376,NULL,1220,10,AW00000376
377,NULL,746,3,AW00000377
378,NULL,1856,2,AW00000378
379,NULL,1218,1,AW00000379
380,NULL,744,1,AW00000380
381,NULL,1858,3,AW00000381
382,NULL,1216,4,AW00000382
383,NULL,742,4,AW00000383
384,NULL,1860,4,AW00000384
385,NULL,1214,4,AW00000385
386,NULL,740,5,AW00000386
387,NULL,1862,5,AW00000387
388,NULL,1212,6,AW00000388
389,NULL,738,6,AW00000389
390,NULL,1864,6,AW00000390
391,NULL,1210,7,AW00000391
392,NULL,736,8,AW00000392
393,NULL,1866,9,AW00000393
394,NULL,1208,10,AW00000394
395,NULL,560,3,AW00000395
396,NULL,1868,2,AW00000396
397,NULL,1206,1,AW00000397
398,NULL,558,1,AW00000398
399,NULL,1870,4,AW00000399
400,NULL,1110,3,AW00000400
401,NULL,368,1,AW00000401
402,NULL,460,4,AW00000402
403,NULL,1108,4,AW00000403
404,NULL,366,5,AW00000404
405,NULL,462,5,AW00000405
406,NULL,1106,6,AW00000406
407,NULL,380,6,AW00000407
408,NULL,464,6,AW00000408
409,NULL,1104,7,AW00000409
410,NULL,378,8,AW00000410
411,NULL,690,9,AW00000411
412,NULL,1102,10,AW00000412
413,NULL,404,2,AW00000413
414,NULL,692,2,AW00000414
415,NULL,674,1,AW00000415
416,NULL,402,1,AW00000416
417,NULL,694,4,AW00000417
418,NULL,672,3,AW00000418
419,NULL,400,4,AW00000419
420,NULL,696,4,AW00000420
421,NULL,670,4,AW00000421
422,NULL,1164,5,AW00000422
423,NULL,698,5,AW00000423
424,NULL,510,6,AW00000424
425,NULL,1162,6,AW00000425
426,NULL,562,6,AW00000426
427,NULL,508,7,AW00000427
428,NULL,1160,8,AW00000428
429,NULL,564,9,AW00000429
430,NULL,602,10,AW00000430
431,NULL,392,3,AW00000431
432,NULL,846,2,AW00000432
433,NULL,600,1,AW00000433
434,NULL,390,1,AW00000434
435,NULL,848,4,AW00000435
436,NULL,598,4,AW00000436
437,NULL,570,4,AW00000437
438,NULL,388,1,AW00000438
439,NULL,850,4,AW00000439
440,NULL,568,5,AW00000440
441,NULL,364,5,AW00000441
442,NULL,852,6,AW00000442
443,NULL,566,6,AW00000443
444,NULL,428,6,AW00000444
445,NULL,854,7,AW00000445
446,NULL,1926,8,AW00000446
447,NULL,426,9,AW00000447
448,NULL,856,10,AW00000448
449,NULL,1924,5,AW00000449
450,NULL,424,2,AW00000450
451,NULL,858,1,AW00000451
452,NULL,1922,1,AW00000452
453,NULL,926,3,AW00000453
454,NULL,860,3,AW00000454
455,NULL,1920,4,AW00000455
456,NULL,924,4,AW00000456
457,NULL,862,4,AW00000457
458,NULL,1918,5,AW00000458
459,NULL,922,5,AW00000459
460,NULL,864,6,AW00000460
461,NULL,1916,6,AW00000461
462,NULL,920,6,AW00000462
463,NULL,866,7,AW00000463
464,NULL,1914,8,AW00000464
465,NULL,918,9,AW00000465
466,NULL,868,10,AW00000466
467,NULL,1912,5,AW00000467
468,NULL,916,3,AW00000468
469,NULL,870,1,AW00000469
470,NULL,1910,1,AW00000470
471,NULL,914,4,AW00000471
472,NULL,872,3,AW00000472
473,NULL,1204,4,AW00000473
474,NULL,912,4,AW00000474
475,NULL,874,4,AW00000475
476,NULL,1202,5,AW00000476
477,NULL,910,5,AW00000477
478,NULL,1828,6,AW00000478
479,NULL,1200,6,AW00000479
480,NULL,908,6,AW00000480
481,NULL,1830,7,AW00000481
482,NULL,1198,8,AW00000482
483,NULL,906,9,AW00000483
484,NULL,1832,10,AW00000484
485,NULL,306,5,AW00000485
486,NULL,904,2,AW00000486
487,NULL,1834,1,AW00000487
488,NULL,304,1,AW00000488
489,NULL,902,4,AW00000489
490,NULL,1836,4,AW00000490
491,NULL,302,4,AW00000491
492,NULL,900,4,AW00000492
493,NULL,1838,4,AW00000493
494,NULL,326,5,AW00000494
495,NULL,898,5,AW00000495
496,NULL,1840,6,AW00000496
497,NULL,324,6,AW00000497
498,NULL,896,6,AW00000498
499,NULL,1842,7,AW00000499
500,NULL,322,8,AW00000500
501,NULL,894,9,AW00000501
502,NULL,1844,10,AW00000502
503,NULL,320,2,AW00000503
504,NULL,488,3,AW00000504
505,NULL,1846,1,AW00000505
506,NULL,318,1,AW00000506
507,NULL,486,4,AW00000507
508,NULL,1848,4,AW00000508
509,NULL,316,4,AW00000509
510,NULL,484,4,AW00000510
511,NULL,1850,4,AW00000511
512,NULL,352,5,AW00000512
513,NULL,1468,5,AW00000513
514,NULL,592,6,AW00000514
515,NULL,1908,6,AW00000515
516,NULL,1466,6,AW00000516
517,NULL,594,7,AW00000517
518,NULL,1906,8,AW00000518
519,NULL,1464,9,AW00000519
520,NULL,596,10,AW00000520
521,NULL,1904,2,AW00000521
522,NULL,1462,2,AW00000522
523,NULL,954,3,AW00000523
524,NULL,1902,5,AW00000524
525,NULL,1460,5,AW00000525
526,NULL,956,6,AW00000526
527,NULL,1900,3,AW00000527
528,NULL,1458,4,AW00000528
529,NULL,958,4,AW00000529
530,NULL,1898,5,AW00000530
531,NULL,1456,5,AW00000531
532,NULL,960,6,AW00000532
533,NULL,1896,6,AW00000533
534,NULL,1454,6,AW00000534
535,NULL,962,7,AW00000535
536,NULL,1250,8,AW00000536
537,NULL,1452,9,AW00000537
538,NULL,534,10,AW00000538
539,NULL,1248,2,AW00000539
540,NULL,1450,2,AW00000540
541,NULL,536,1,AW00000541
542,NULL,1246,1,AW00000542
543,NULL,1448,3,AW00000543
544,NULL,308,3,AW00000544
545,NULL,1244,4,AW00000545
546,NULL,1242,3,AW00000546
547,NULL,1446,4,AW00000547
548,NULL,310,5,AW00000548
549,NULL,1240,5,AW00000549
550,NULL,1444,6,AW00000550
551,NULL,312,6,AW00000551
552,NULL,1238,6,AW00000552
553,NULL,1442,7,AW00000553
554,NULL,314,8,AW00000554
555,NULL,350,9,AW00000555
556,NULL,1440,10,AW00000556
557,NULL,328,2,AW00000557
558,NULL,344,2,AW00000558
559,NULL,1438,1,AW00000559
560,NULL,330,1,AW00000560
561,NULL,342,4,AW00000561
562,NULL,1436,3,AW00000562
563,NULL,338,4,AW00000563
564,NULL,336,1,AW00000564
565,NULL,458,4,AW00000565
566,NULL,340,5,AW00000566
567,NULL,334,5,AW00000567
568,NULL,1112,6,AW00000568
569,NULL,346,6,AW00000569
570,NULL,332,6,AW00000570
571,NULL,1114,7,AW00000571
572,NULL,876,8,AW00000572
573,NULL,300,9,AW00000573
574,NULL,1116,10,AW00000574
575,NULL,878,2,AW00000575
576,NULL,298,2,AW00000576
577,NULL,1118,1,AW00000577
578,NULL,880,1,AW00000578
579,NULL,296,3,AW00000579
580,NULL,1120,4,AW00000580
581,NULL,882,4,AW00000581
582,NULL,294,4,AW00000582
583,NULL,1796,4,AW00000583
584,NULL,884,5,AW00000584
585,NULL,292,5,AW00000585
586,NULL,1798,6,AW00000586
587,NULL,886,6,AW00000587
588,NULL,668,6,AW00000588
589,NULL,1800,7,AW00000589
590,NULL,888,8,AW00000590
591,NULL,666,9,AW00000591
592,NULL,1802,10,AW00000592
593,NULL,890,2,AW00000593
594,NULL,664,2,AW00000594
595,NULL,1804,1,AW00000595
596,NULL,892,1,AW00000596
597,NULL,1100,4,AW00000597
598,NULL,1806,3,AW00000598
599,NULL,652,4,AW00000599
600,NULL,1098,4,AW00000600
601,NULL,1808,1,AW00000601
602,NULL,654,5,AW00000602
603,NULL,1096,5,AW00000603
604,NULL,1810,1,AW00000604
605,NULL,656,1,AW00000605
606,NULL,1094,3,AW00000606
607,NULL,1812,4,AW00000607
608,NULL,478,4,AW00000608
609,NULL,1092,4,AW00000609
610,NULL,1814,4,AW00000610
611,NULL,480,5,AW00000611
612,NULL,1090,5,AW00000612
613,NULL,1816,6,AW00000613
614,NULL,482,7,AW00000614
615,NULL,1088,8,AW00000615
616,NULL,1818,9,AW00000616
617,NULL,1122,10,AW00000617
618,NULL,1086,2,AW00000618
619,NULL,1820,2,AW00000619
620,NULL,1124,1,AW00000620
621,NULL,1084,1,AW00000621
622,NULL,1822,3,AW00000622
623,NULL,1126,3,AW00000623
624,NULL,1082,4,AW00000624
625,NULL,1824,4,AW00000625
626,NULL,1128,1,AW00000626
627,NULL,1080,5,AW00000627
628,NULL,1826,5,AW00000628
629,NULL,1130,6,AW00000629
630,NULL,1078,6,AW00000630
631,NULL,1364,6,AW00000631
632,NULL,1958,7,AW00000632
633,NULL,1076,8,AW00000633
634,NULL,1366,9,AW00000634
635,NULL,1960,10,AW00000635
636,NULL,1074,2,AW00000636
637,NULL,1368,6,AW00000637
638,NULL,1962,7,AW00000638
639,NULL,1072,8,AW00000639
640,NULL,1370,9,AW00000640
641,NULL,1964,10,AW00000641
642,NULL,1070,2,AW00000642
643,NULL,1372,3,AW00000643
644,NULL,1966,1,AW00000644
645,NULL,1068,1,AW00000645
646,NULL,1374,3,AW00000646
647,NULL,1968,4,AW00000647
648,NULL,1066,4,AW00000648
649,NULL,1376,4,AW00000649
650,NULL,1970,1,AW00000650
651,NULL,1064,5,AW00000651
652,NULL,1378,5,AW00000652
653,NULL,1972,6,AW00000653
654,NULL,1062,6,AW00000654
655,NULL,1060,6,AW00000655
656,NULL,1380,7,AW00000656
657,NULL,1974,8,AW00000657
658,NULL,1058,9,AW00000658
659,NULL,1382,10,AW00000659
660,NULL,1976,3,AW00000660
661,NULL,1056,6,AW00000661
662,NULL,1384,7,AW00000662
663,NULL,420,8,AW00000663
664,NULL,1054,9,AW00000664
665,NULL,1386,10,AW00000665
666,NULL,422,2,AW00000666
667,NULL,1052,2,AW00000667
668,NULL,1388,1,AW00000668
669,NULL,822,1,AW00000669
670,NULL,1050,3,AW00000670
671,NULL,1390,4,AW00000671
672,NULL,824,1,AW00000672
673,NULL,1048,1,AW00000673
674,NULL,1392,4,AW00000674
675,NULL,826,5,AW00000675
676,NULL,1046,5,AW00000676
677,NULL,1394,6,AW00000677
678,NULL,828,6,AW00000678
679,NULL,1044,6,AW00000679
680,NULL,1396,7,AW00000680
681,NULL,830,8,AW00000681
682,NULL,1042,9,AW00000682
683,NULL,1398,10,AW00000683
684,NULL,832,2,AW00000684
685,NULL,1040,6,AW00000685
686,NULL,1400,7,AW00000686
687,NULL,834,8,AW00000687
688,NULL,1038,9,AW00000688
689,NULL,1402,10,AW00000689
690,NULL,836,2,AW00000690
691,NULL,1036,2,AW00000691
692,NULL,802,1,AW00000692
693,NULL,838,1,AW00000693
694,NULL,1034,3,AW00000694
695,NULL,638,3,AW00000695
696,NULL,840,1,AW00000696
697,NULL,1032,1,AW00000697
698,NULL,640,1,AW00000698
699,NULL,842,5,AW00000699
700,NULL,1030,5,AW00000700
701,NULL,844,6,AW00000701
11000,13531,NULL,9,AW00011000
11001,5454,NULL,9,AW00011001
11002,11269,NULL,9,AW00011002
11003,11358,NULL,9,AW00011003
11004,11901,NULL,9,AW00011004
11005,6990,NULL,9,AW00011005
11006,6229,NULL,9,AW00011006
11007,3878,NULL,9,AW00011007
11008,14673,NULL,9,AW00011008
11009,20229,NULL,9,AW00011009
11010,6377,NULL,9,AW00011010
11011,18258,NULL,9,AW00011011
11012,11663,NULL,1,AW00011012
11013,13873,NULL,1,AW00011013
11014,2868,NULL,1,AW00011014
11015,10963,NULL,4,AW00011015
11016,3800,NULL,4,AW00011016
11017,2521,NULL,9,AW00011017
11018,7394,NULL,9,AW00011018
11019,5132,NULL,6,AW00011019
11020,17128,NULL,6,AW00011020
11021,11489,NULL,1,AW00011021
11022,6522,NULL,1,AW00011022
11023,4373,NULL,4,AW00011023
11024,16843,NULL,4,AW00011024
11025,12565,NULL,9,AW00011025
11026,2857,NULL,9,AW00011026
11027,5526,NULL,9,AW00011027
11028,15088,NULL,9,AW00011028
11029,15638,NULL,9,AW00011029
11030,17272,NULL,9,AW00011030
11031,13917,NULL,9,AW00011031
11032,16240,NULL,9,AW00011032
11033,9475,NULL,9,AW00011033
11034,9657,NULL,9,AW00011034
11035,13948,NULL,9,AW00011035
11036,20539,NULL,4,AW00011036
11037,11014,NULL,6,AW00011037
11038,18643,NULL,9,AW00011038
11039,15676,NULL,9,AW00011039
11040,15080,NULL,1,AW00011040
11041,9940,NULL,4,AW00011041
11042,19075,NULL,4,AW00011042
11043,5960,NULL,4,AW00011043
11044,5244,NULL,9,AW00011044
11045,5225,NULL,9,AW00011045
11046,19870,NULL,9,AW00011046
11047,12928,NULL,9,AW00011047
11048,13513,NULL,9,AW00011048
11049,8749,NULL,4,AW00011049
11050,17337,NULL,9,AW00011050
11051,18655,NULL,9,AW00011051
11052,15276,NULL,9,AW00011052
11053,7430,NULL,4,AW00011053
11054,9790,NULL,9,AW00011054
11055,9489,NULL,9,AW00011055
11056,8428,NULL,9,AW00011056
11057,16962,NULL,9,AW00011057
11058,15681,NULL,9,AW00011058
11059,8960,NULL,9,AW00011059
11060,13542,NULL,9,AW00011060
11061,18220,NULL,9,AW00011061
11062,6096,NULL,1,AW00011062
11063,8821,NULL,1,AW00011063
11064,15436,NULL,4,AW00011064
11065,3510,NULL,4,AW00011065
11066,19662,NULL,1,AW00011066
11067,16424,NULL,1,AW00011067
11068,2676,NULL,9,AW00011068
11069,10008,NULL,9,AW00011069
11070,13417,NULL,9,AW00011070
11071,13827,NULL,9,AW00011071
11072,16284,NULL,9,AW00011072
11073,20712,NULL,9,AW00011073
11074,7914,NULL,9,AW00011074
11075,14267,NULL,9,AW00011075
11076,4157,NULL,9,AW00011076
11077,17455,NULL,9,AW00011077
11078,15039,NULL,6,AW00011078
11079,20058,NULL,9,AW00011079
11080,14268,NULL,9,AW00011080
11081,10369,NULL,4,AW00011081
11082,7672,NULL,4,AW00011082
11083,20135,NULL,4,AW00011083
11084,4281,NULL,1,AW00011084
11085,12219,NULL,4,AW00011085
11086,17979,NULL,4,AW00011086
11087,11871,NULL,4,AW00011087
11088,17897,NULL,4,AW00011088
11089,3950,NULL,4,AW00011089
11090,12846,NULL,4,AW00011090
11091,4515,NULL,6,AW00011091
11092,6174,NULL,9,AW00011092
11093,5827,NULL,9,AW00011093
11094,3504,NULL,9,AW00011094
11095,20332,NULL,9,AW00011095
11096,5114,NULL,9,AW00011096
11097,13205,NULL,9,AW00011097
11098,5986,NULL,9,AW00011098
11099,5231,NULL,9,AW00011099
11100,6138,NULL,9,AW00011100
11101,17810,NULL,9,AW00011101
11102,9866,NULL,9,AW00011102
11103,8905,NULL,9,AW00011103
11104,8139,NULL,9,AW00011104
11105,15430,NULL,9,AW00011105
11106,5510,NULL,9,AW00011106
11107,4781,NULL,9,AW00011107
11108,10536,NULL,9,AW00011108
11109,11186,NULL,9,AW00011109
11110,18247,NULL,9,AW00011110
11111,10647,NULL,9,AW00011111
11112,20739,NULL,9,AW00011112
11113,14592,NULL,9,AW00011113
11114,18519,NULL,9,AW00011114
11115,4765,NULL,9,AW00011115
11116,14638,NULL,9,AW00011116
11117,20526,NULL,9,AW00011117
11118,4788,NULL,9,AW00011118
11119,14595,NULL,9,AW00011119
11120,6073,NULL,9,AW00011120
11121,19001,NULL,9,AW00011121
11122,19748,NULL,9,AW00011122
11123,19185,NULL,9,AW00011123
11124,11743,NULL,9,AW00011124
11125,17820,NULL,9,AW00011125
11126,17105,NULL,9,AW00011126
11127,9367,NULL,4,AW00011127
11128,12533,NULL,1,AW00011128
11129,10538,NULL,1,AW00011129
11130,6801,NULL,1,AW00011130
11131,3003,NULL,6,AW00011131
