SalesOrderID,OrderDate,EmployeeID,TotalDue,CommissionStatus,RateChangeCount,ChurnRiskLabel
43851,00:00.0,275,7638.8584,With Commission,1,At Risk
43852,00:00.0,282,2280.1432,With Commission,1,At Risk
43853,00:00.0,282,29675.6422,With Commission,1,At Risk
43854,00:00.0,282,1970.036,With Commission,1,At Risk
43855,00:00.0,278,12382.9248,With Commission,1,At Risk
43856,00:00.0,282,2292.84,With Commission,1,At Risk
43857,00:00.0,282,8090.9178,With Commission,1,At Risk
43858,00:00.0,275,15423.0001,With Commission,1,At Risk
43859,00:00.0,276,4404.1073,With Commission,1,At Risk
43860,00:00.0,280,12381.0798,With Commission,1,At Risk
43861,00:00.0,279,26346.8927,With Commission,1,At Risk
43862,00:00.0,279,34922.3602,With Commission,1,At Risk
43863,00:00.0,277,1935.4159,With Commission,1,At Risk
43864,00:00.0,276,43335.7219,With Commission,1,At Risk
43865,00:00.0,277,14860.6446,With Commission,1,At Risk
43866,00:00.0,280,4589.8732,With Commission,1,At Risk
43867,00:00.0,280,36806.4892,With Commission,1,At Risk
43868,00:00.0,282,2417.4793,With Commission,1,At Risk
43869,00:00.0,276,55408.1581,With Commission,1,At Risk
43870,00:00.0,275,4859.8668,With Commission,1,At Risk
43871,00:00.0,281,10580.0803,With Commission,1,At Risk
43872,00:00.0,276,13042.6279,With Commission,1,At Risk
43873,00:00.0,276,46465.9531,With Commission,1,At Risk
43874,00:00.0,277,472.3108,With Commission,1,At Risk
43875,00:00.0,279,137343.2877,With Commission,1,At Risk
43876,00:00.0,275,8036.8834,With Commission,1,At Risk
43877,00:00.0,280,23223.5397,With Commission,1,At Risk
43878,00:00.0,275,4594.0664,With Commission,1,At Risk
43879,00:00.0,282,24459.114,With Commission,1,At Risk
43880,00:00.0,278,17433.1351,With Commission,1,At Risk
43881,00:00.0,277,43706.8175,With Commission,1,At Risk
43882,00:00.0,282,2280.1432,With Commission,1,At Risk
43883,00:00.0,275,20634.6499,With Commission,1,At Risk
43884,00:00.0,277,130416.4829,With Commission,1,At Risk
43885,00:00.0,276,76.1805,With Commission,1,At Risk
43886,00:00.0,282,19543.315,With Commission,1,At Risk
43887,00:00.0,279,472.3108,With Commission,1,At Risk
43888,00:00.0,282,16255.1776,With Commission,1,At Risk
43889,00:00.0,278,2344.3852,With Commission,1,At Risk
43890,00:00.0,278,84686.9878,With Commission,1,At Risk
43891,00:00.0,282,36672.3922,With Commission,1,At Risk
43892,00:00.0,281,18627.7044,With Commission,1,At Risk
43893,00:00.0,282,472.3108,With Commission,1,At Risk
43894,00:00.0,280,36585.904,With Commission,1,At Risk
43895,00:00.0,280,36556.8816,With Commission,1,At Risk
43896,00:00.0,277,4891.9878,With Commission,1,At Risk
43897,00:00.0,276,57683.2312,With Commission,1,At Risk
43898,00:00.0,278,57391.4284,With Commission,1,At Risk
43899,00:00.0,277,13449.1563,With Commission,1,At Risk
43900,00:00.0,279,38990.6256,With Commission,1,At Risk
43901,00:00.0,276,25575,With Commission,1,At Risk
43902,00:00.0,279,59486.4175,With Commission,1,At Risk
43903,00:00.0,279,22.3061,With Commission,1,At Risk
43904,00:00.0,277,12796.5962,With Commission,1,At Risk
43905,00:00.0,279,11128.3803,With Commission,1,At Risk
43906,00:00.0,277,37121.6273,With Commission,1,At Risk
43907,00:00.0,275,16508.0083,With Commission,1,At Risk
43908,00:00.0,275,2884.8375,With Commission,1,At Risk
43909,00:00.0,283,28723.5473,With Commission,1,At Risk
43910,00:00.0,279,21862.8919,With Commission,1,At Risk
43911,00:00.0,280,22224.2255,With Commission,1,At Risk
43912,00:00.0,276,14730.6466,With Commission,1,At Risk
43913,00:00.0,277,41347.1129,With Commission,1,At Risk
43914,00:00.0,281,9179.7465,With Commission,1,At Risk
43915,00:00.0,275,4560.2864,With Commission,1,At Risk
43916,00:00.0,276,44423.5959,With Commission,1,At Risk
43917,00:00.0,283,24047.8587,With Commission,1,At Risk
44074,00:00.0,275,950.3979,With Commission,1,At Risk
44075,00:00.0,283,29779.1373,With Commission,1,At Risk
44076,00:00.0,277,4594.0664,With Commission,1,At Risk
44077,00:00.0,282,6872.9758,With Commission,1,At Risk
44078,00:00.0,283,31591.9471,With Commission,1,At Risk
44079,00:00.0,277,28945.1938,With Commission,1,At Risk
44080,00:00.0,276,12.6968,With Commission,1,At Risk
44081,00:00.0,282,42277.1383,With Commission,1,At Risk
44082,00:00.0,274,2297.0332,No Commission,1,At Risk
44083,00:00.0,278,1533.1237,With Commission,1,At Risk
44084,00:00.0,282,9154.353,With Commission,1,At Risk
44085,00:00.0,282,23244.6509,With Commission,1,At Risk
44086,00:00.0,282,83091.6136,With Commission,1,At Risk
44087,00:00.0,276,5641.191,With Commission,1,At Risk
44088,00:00.0,281,472.3108,With Commission,1,At Risk
44089,00:00.0,276,2361.5536,With Commission,1,At Risk
44090,00:00.0,277,7487.8626,With Commission,1,At Risk
44091,00:00.0,281,5055.9137,With Commission,1,At Risk
44092,00:00.0,277,4592.0219,With Commission,1,At Risk
44093,00:00.0,277,12021.9591,With Commission,1,At Risk
44094,00:00.0,282,4594.0664,With Commission,1,At Risk
44095,00:00.0,281,47689.0046,With Commission,1,At Risk
44096,00:00.0,275,9154.353,With Commission,1,At Risk
44097,00:00.0,277,6796.0326,With Commission,1,At Risk
44098,00:00.0,279,18431.4595,With Commission,1,At Risk
44099,00:00.0,281,14074.0241,With Commission,1,At Risk
44100,00:00.0,281,91512.8507,With Commission,1,At Risk
44101,00:00.0,279,11030.0547,With Commission,1,At Risk
44102,00:00.0,279,3955.642,With Commission,1,At Risk
44103,00:00.0,278,4294.4704,With Commission,1,At Risk
44104,00:00.0,278,4594.0664,With Commission,1,At Risk
44105,00:00.0,277,6870.0165,With Commission,1,At Risk
44106,00:00.0,279,472.3108,With Commission,1,At Risk
44107,00:00.0,277,18226.9096,With Commission,1,At Risk
44108,00:00.0,281,2442.3468,With Commission,1,At Risk
44109,00:00.0,280,15582.1001,With Commission,1,At Risk
44110,00:00.0,277,18768.2086,With Commission,1,At Risk
44111,00:00.0,282,13108.5134,With Commission,1,At Risk
44112,00:00.0,278,36532.9619,With Commission,1,At Risk
44113,00:00.0,276,45621.2458,With Commission,1,At Risk
44114,00:00.0,275,37706.6125,With Commission,1,At Risk
44115,00:00.0,276,75293.7194,With Commission,1,At Risk
44116,00:00.0,279,22915.4692,With Commission,1,At Risk
44117,00:00.0,275,14537.294,With Commission,1,At Risk
44118,00:00.0,276,3859.279,With Commission,1,At Risk
44119,00:00.0,281,55277.8557,With Commission,1,At Risk
44120,00:00.0,277,30375.6923,With Commission,1,At Risk
44121,00:00.0,276,72894.3213,With Commission,1,At Risk
44122,00:00.0,279,4577.1764,With Commission,1,At Risk
44123,00:00.0,275,985.018,With Commission,1,At Risk
44124,00:00.0,277,17387.3963,With Commission,1,At Risk
44125,00:00.0,277,2931.9869,With Commission,1,At Risk
44126,00:00.0,283,16060.3046,With Commission,1,At Risk
44127,00:00.0,281,102525.9874,With Commission,1,At Risk
44128,00:00.0,279,20874.6359,With Commission,1,At Risk
44129,00:00.0,275,62725.3407,With Commission,1,At Risk
44130,00:00.0,279,39881.9747,With Commission,1,At Risk
44131,00:00.0,275,23095.3463,With Commission,1,At Risk
44132,00:00.0,279,4560.2864,With Commission,1,At Risk
44133,00:00.0,279,28927.0463,With Commission,1,At Risk
44280,00:00.0,275,64.242,With Commission,1,At Risk
44281,00:00.0,276,472.3108,With Commission,1,At Risk
44282,00:00.0,282,45433.9629,With Commission,1,At Risk
44283,00:00.0,282,49297.608,With Commission,1,At Risk
44284,00:00.0,283,98932.197,With Commission,1,At Risk
44285,00:00.0,280,65037.6996,With Commission,1,At Risk
44286,00:00.0,276,6236.3616,With Commission,1,At Risk
44287,00:00.0,277,18344.6411,With Commission,1,At Risk
44288,00:00.0,282,49346.3436,With Commission,1,At Risk
44289,00:00.0,275,4596.2216,With Commission,1,At Risk
44290,00:00.0,281,4331.5897,With Commission,1,At Risk
44291,00:00.0,283,5093.9316,With Commission,1,At Risk
44292,00:00.0,275,3865.0555,With Commission,1,At Risk
44293,00:00.0,275,27005.1224,With Commission,1,At Risk
44294,00:00.0,282,69900.1415,With Commission,1,At Risk
44295,00:00.0,282,10668.6138,With Commission,1,At Risk
44296,00:00.0,277,36463.5495,With Commission,1,At Risk
44297,00:00.0,275,11519.8817,With Commission,1,At Risk
44298,00:00.0,278,31153.3874,With Commission,1,At Risk
44299,00:00.0,281,35609.3132,With Commission,1,At Risk
44300,00:00.0,278,8785.1473,With Commission,1,At Risk
44301,00:00.0,281,33197.1756,With Commission,1,At Risk
44302,00:00.0,279,2417.4793,With Commission,1,At Risk
44303,00:00.0,275,6.3484,With Commission,1,At Risk
44304,00:00.0,279,42234.8895,With Commission,1,At Risk
44305,00:00.0,279,21262.657,With Commission,1,At Risk
44306,00:00.0,279,20995.4191,With Commission,1,At Risk
44307,00:00.0,275,8733.976,With Commission,1,At Risk
44308,00:00.0,283,13928.5021,With Commission,1,At Risk
44309,00:00.0,279,31091.8093,With Commission,1,At Risk
44310,00:00.0,279,207.7582,With Commission,1,At Risk
44311,00:00.0,275,8279.3334,With Commission,1,At Risk
44312,00:00.0,283,2361.5536,With Commission,1,At Risk
44313,00:00.0,275,29323.3854,With Commission,1,At Risk
44314,00:00.0,277,47410.6684,With Commission,1,At Risk
44315,00:00.0,277,2923.7113,With Commission,1,At Risk
44316,00:00.0,275,4262.3494,With Commission,1,At Risk
44317,00:00.0,281,38199.897,With Commission,1,At Risk
44318,00:00.0,275,23749.8917,With Commission,1,At Risk
44319,00:00.0,279,38566.9973,With Commission,1,At Risk
44481,00:00.0,276,29689.3502,With Commission,1,At Risk
44482,00:00.0,277,472.3108,With Commission,1,At Risk
44483,00:00.0,280,3398.5212,With Commission,1,At Risk
44484,00:00.0,282,9215.6816,With Commission,1,At Risk
44485,00:00.0,278,4560.2864,With Commission,1,At Risk
44486,00:00.0,278,680.0689,With Commission,1,At Risk
44487,00:00.0,275,47155.5779,With Commission,1,At Risk
44488,00:00.0,279,36996.9047,With Commission,1,At Risk
44489,00:00.0,283,11583.9419,With Commission,1,At Risk
44490,00:00.0,278,3816.3832,With Commission,1,At Risk
44491,00:00.0,275,3859.279,With Commission,1,At Risk
44492,00:00.0,276,75971.892,With Commission,1,At Risk
44493,00:00.0,279,7290.6993,With Commission,1,At Risk
44494,00:00.0,275,32153.46,With Commission,1,At Risk
44495,00:00.0,282,4589.8732,With Commission,1,At Risk
44496,00:00.0,282,33552.2466,With Commission,1,At Risk
44497,00:00.0,282,1347.7377,With Commission,1,At Risk
44498,00:00.0,278,17380.5563,With Commission,1,At Risk
44499,00:00.0,282,13704.0978,With Commission,1,At Risk
44500,00:00.0,276,5303.3339,With Commission,1,At Risk
44501,00:00.0,280,22152.2446,With Commission,1,At Risk
44502,00:00.0,275,20128.9083,With Commission,1,At Risk
44503,00:00.0,275,3410.0741,With Commission,1,At Risk
44504,00:00.0,282,22503.6752,With Commission,1,At Risk
44505,00:00.0,276,39393.3135,With Commission,1,At Risk
44506,00:00.0,279,40145.6114,With Commission,1,At Risk
44507,00:00.0,279,44212.6089,With Commission,1,At Risk
44508,00:00.0,274,4723.1073,No Commission,1,At Risk
44509,00:00.0,277,49116.1883,With Commission,1,At Risk
44510,00:00.0,281,1970.036,With Commission,1,At Risk
44511,00:00.0,280,11440.2727,With Commission,1,At Risk
44512,00:00.0,282,1889.2429,With Commission,1,At Risk
44513,00:00.0,280,49012.5587,With Commission,1,At Risk
44514,00:00.0,276,47939.4352,With Commission,1,At Risk
44515,00:00.0,275,6183.7133,With Commission,1,At Risk
44516,00:00.0,283,472.3108,With Commission,1,At Risk
44517,00:00.0,281,28042.2034,With Commission,1,At Risk
44518,00:00.0,279,142312.2199,With Commission,1,At Risk
44519,00:00.0,277,2417.4793,With Commission,1,At Risk
44520,00:00.0,276,64981.7034,With Commission,1,At Risk
44521,00:00.0,276,29406.5783,With Commission,1,At Risk
44522,00:00.0,275,29448.5055,With Commission,1,At Risk
44523,00:00.0,280,83772.7786,With Commission,1,At Risk
44524,00:00.0,275,4596.2216,With Commission,1,At Risk
44525,00:00.0,282,46666.5213,With Commission,1,At Risk
44526,00:00.0,278,18589.0781,With Commission,1,At Risk
44527,00:00.0,282,6899.6033,With Commission,1,At Risk
44528,00:00.0,277,122500.6617,With Commission,1,At Risk
44529,00:00.0,278,472.3108,With Commission,1,At Risk
44530,00:00.0,277,118206.3408,With Commission,1,At Risk
44531,00:00.0,275,25701.7581,With Commission,1,At Risk
44532,00:00.0,274,2417.4793,No Commission,1,At Risk
44533,00:00.0,282,21954.2042,With Commission,1,At Risk
44534,00:00.0,278,96937.2022,With Commission,1,At Risk
44535,00:00.0,282,26567.7564,With Commission,1,At Risk
44536,00:00.0,277,816.1709,With Commission,1,At Risk
44537,00:00.0,282,64.242,With Commission,1,At Risk
44538,00:00.0,281,65105.6812,With Commission,1,At Risk
44539,00:00.0,278,1638.6903,With Commission,1,At Risk
44540,00:00.0,280,43514.8419,With Commission,1,At Risk
44541,00:00.0,280,57231.0827,With Commission,1,At Risk
44542,00:00.0,282,18308.0583,With Commission,1,At Risk
44543,00:00.0,277,415.5164,With Commission,1,At Risk
44544,00:00.0,276,23626.2532,With Commission,1,At Risk
44545,00:00.0,277,11097.2506,With Commission,1,At Risk
44546,00:00.0,276,1970.036,With Commission,1,At Risk
44547,00:00.0,278,77692.7415,With Commission,1,At Risk
44548,00:00.0,276,472.3108,With Commission,1,At Risk
44549,00:00.0,279,55212.4098,With Commission,1,At Risk
44550,00:00.0,277,32294.6471,With Commission,1,At Risk
44551,00:00.0,276,46267.7358,With Commission,1,At Risk
44552,00:00.0,279,110276.574,With Commission,1,At Risk
44553,00:00.0,279,6840.4298,With Commission,1,At Risk
44554,00:00.0,280,816.1709,With Commission,1,At Risk
44555,00:00.0,279,33893.4937,With Commission,1,At Risk
44556,00:00.0,277,34445.2611,With Commission,1,At Risk
44557,00:00.0,277,31670.3289,With Commission,1,At Risk
44558,00:00.0,275,944.6214,With Commission,1,At Risk
44559,00:00.0,275,19650.9027,With Commission,1,At Risk
44560,00:00.0,282,1057.9537,With Commission,1,At Risk
44561,00:00.0,283,47348.815,With Commission,1,At Risk
44562,00:00.0,279,21668.8078,With Commission,1,At Risk
44563,00:00.0,280,53733.7469,With Commission,1,At Risk
44564,00:00.0,276,38899.0578,With Commission,1,At Risk
44565,00:00.0,279,2434.0712,With Commission,1,At Risk
44566,00:00.0,277,43136.7848,With Commission,1,At Risk
44567,00:00.0,281,52872.0292,With Commission,1,At Risk
44568,00:00.0,275,2546.9658,With Commission,1,At Risk
44569,00:00.0,276,34509.5571,With Commission,1,At Risk
44570,00:00.0,283,65872.3967,With Commission,1,At Risk
44740,00:00.0,275,7477.8508,With Commission,1,At Risk
44741,00:00.0,283,4594.0664,With Commission,1,At Risk
44742,00:00.0,277,45203.3586,With Commission,1,At Risk
44743,00:00.0,283,47591.4489,With Commission,1,At Risk
44744,00:00.0,282,33494.5097,With Commission,1,At Risk
44745,00:00.0,282,29481.2747,With Commission,1,At Risk
44746,00:00.0,282,16090.2705,With Commission,1,At Risk
44747,00:00.0,278,11702.304,With Commission,1,At Risk
44748,00:00.0,277,985.018,With Commission,1,At Risk
44749,00:00.0,282,51628.2811,With Commission,1,At Risk
44750,00:00.0,282,100237.4063,With Commission,1,At Risk
44751,00:00.0,281,537.9491,With Commission,1,At Risk
44752,00:00.0,276,14594.634,With Commission,1,At Risk
44753,00:00.0,276,2587.9204,With Commission,1,At Risk
44754,00:00.0,277,12197.4254,With Commission,1,At Risk
44755,00:00.0,277,32001.1813,With Commission,1,At Risk
44756,00:00.0,277,15780.2862,With Commission,1,At Risk
44757,00:00.0,281,42338.3846,With Commission,1,At Risk
44758,00:00.0,277,28848.4215,With Commission,1,At Risk
44759,00:00.0,275,6908.4859,With Commission,1,At Risk
44760,00:00.0,281,5861.3493,With Commission,1,At Risk
44761,00:00.0,279,92470.0936,With Commission,1,At Risk
44762,00:00.0,281,104545.315,With Commission,1,At Risk
44763,00:00.0,279,3790.7869,With Commission,1,At Risk
44764,00:00.0,279,2401.9502,With Commission,1,At Risk
44765,00:00.0,278,6553.8361,With Commission,1,At Risk
44766,00:00.0,278,4619.4599,With Commission,1,At Risk
44767,00:00.0,277,34465.5095,With Commission,1,At Risk
44768,00:00.0,277,24320.2543,With Commission,1,At Risk
44769,00:00.0,279,207.7582,With Commission,1,At Risk
44770,00:00.0,281,11690.7511,With Commission,1,At Risk
44771,00:00.0,280,78461.0295,With Commission,1,At Risk
44772,00:00.0,277,75865.1515,With Commission,1,At Risk
44773,00:00.0,282,23472.6843,With Commission,1,At Risk
44774,00:00.0,278,14020.6584,With Commission,1,At Risk
44775,00:00.0,279,2480.2443,With Commission,1,At Risk
44776,00:00.0,276,53342.2783,With Commission,1,At Risk
44777,00:00.0,276,112067.3649,With Commission,1,At Risk
44778,00:00.0,275,48307.2468,With Commission,1,At Risk
44779,00:00.0,279,36676.5854,With Commission,1,At Risk
44780,00:00.0,276,28866.9646,With Commission,1,At Risk
44781,00:00.0,276,478.0872,With Commission,1,At Risk
44782,00:00.0,275,32915.1222,With Commission,1,At Risk
44783,00:00.0,281,33340.8184,With Commission,1,At Risk
44784,00:00.0,275,2931.9869,With Commission,1,At Risk
44785,00:00.0,277,160.605,With Commission,1,At Risk
44786,00:00.0,279,2645.4188,With Commission,1,At Risk
44787,00:00.0,277,52005.1806,With Commission,1,At Risk
44788,00:00.0,276,97765.7518,With Commission,1,At Risk
44789,00:00.0,275,875.427,With Commission,1,At Risk
44790,00:00.0,276,944.6214,With Commission,1,At Risk
44791,00:00.0,277,16323.4531,With Commission,1,At Risk
44792,00:00.0,283,39130.2034,With Commission,1,At Risk
44793,00:00.0,277,2401.9502,With Commission,1,At Risk
44794,00:00.0,283,4560.2864,With Commission,1,At Risk
44795,00:00.0,281,117373.1283,With Commission,1,At Risk
44796,00:00.0,276,15396.7194,With Commission,1,At Risk
44797,00:00.0,275,67518.8195,With Commission,1,At Risk
44798,00:00.0,279,37650.6136,With Commission,1,At Risk
44799,00:00.0,279,45857.3386,With Commission,1,At Risk
44800,00:00.0,275,19265.5486,With Commission,1,At Risk
44801,00:00.0,279,54234.664,With Commission,1,At Risk
44802,00:00.0,279,5416.248,With Commission,1,At Risk
45038,00:00.0,282,30553.6572,With Commission,1,At Risk
45039,00:00.0,282,31221.5327,With Commission,1,At Risk
45040,00:00.0,276,472.3108,With Commission,1,At Risk
45041,00:00.0,280,472.3108,With Commission,1,At Risk
45042,00:00.0,280,45769.7268,With Commission,1,At Risk
45043,00:00.0,283,36680.7029,With Commission,1,At Risk
45044,00:00.0,276,5695.1541,With Commission,1,At Risk
45045,00:00.0,277,16058.1495,With Commission,1,At Risk
45046,00:00.0,281,944.6214,With Commission,1,At Risk
45047,00:00.0,282,44560.403,With Commission,1,At Risk
45048,00:00.0,275,6899.6033,With Commission,1,At Risk
45049,00:00.0,283,1555.7138,With Commission,1,At Risk
45050,00:00.0,283,4843.999,With Commission,1,At Risk
45051,00:00.0,275,3386.9682,With Commission,1,At Risk
45052,00:00.0,282,31989.5654,With Commission,1,At Risk
45053,00:00.0,275,21748.2094,With Commission,1,At Risk
45054,00:00.0,282,14924.4086,With Commission,1,At Risk
45055,00:00.0,277,22229.2505,With Commission,1,At Risk
45056,00:00.0,275,43525.5187,With Commission,1,At Risk
45057,00:00.0,278,25034.2304,With Commission,1,At Risk
45058,00:00.0,278,6180.436,With Commission,1,At Risk
45059,00:00.0,281,35223.3705,With Commission,1,At Risk
45060,00:00.0,281,26962.8476,With Commission,1,At Risk
45061,00:00.0,279,82490.9371,With Commission,1,At Risk
45062,00:00.0,279,17837.328,With Commission,1,At Risk
45063,00:00.0,275,12522.4584,With Commission,1,At Risk
45064,00:00.0,283,59713.6183,With Commission,1,At Risk
45065,00:00.0,279,27052.2013,With Commission,1,At Risk
45066,00:00.0,279,472.3108,With Commission,1,At Risk
45067,00:00.0,275,3484.078,With Commission,1,At Risk
45068,00:00.0,283,2401.9502,With Commission,1,At Risk
45069,00:00.0,275,27645.7018,With Commission,1,At Risk
45070,00:00.0,277,31637.8485,With Commission,1,At Risk
45071,00:00.0,275,6733.5399,With Commission,1,At Risk
45072,00:00.0,277,2361.5536,With Commission,1,At Risk
45073,00:00.0,276,472.3108,With Commission,1,At Risk
45074,00:00.0,281,27058.3881,With Commission,1,At Risk
45075,00:00.0,275,13771.7748,With Commission,1,At Risk
45076,00:00.0,279,9192.2504,With Commission,1,At Risk
45077,00:00.0,279,21263.0024,With Commission,1,At Risk
45266,00:00.0,275,27605.6261,With Commission,1,At Risk
45267,00:00.0,280,3899.6756,With Commission,1,At Risk
45268,00:00.0,278,944.6214,With Commission,1,At Risk
45269,00:00.0,282,2280.1432,With Commission,1,At Risk
45270,00:00.0,279,32394.8687,With Commission,1,At Risk
45271,00:00.0,275,6733.5399,With Commission,1,At Risk
45272,00:00.0,278,4250.7965,With Commission,1,At Risk
45273,00:00.0,283,45754.8749,With Commission,1,At Risk
45274,00:00.0,276,75434.2741,With Commission,1,At Risk
45275,00:00.0,279,8069.6789,With Commission,1,At Risk
45276,00:00.0,282,6857.3198,With Commission,1,At Risk
45277,00:00.0,275,33256.1571,With Commission,1,At Risk
45278,00:00.0,282,32879.4312,With Commission,1,At Risk
45279,00:00.0,282,1152.3797,With Commission,1,At Risk
45280,00:00.0,278,14364.3848,With Commission,1,At Risk
45281,00:00.0,275,1929.6395,With Commission,1,At Risk
45282,00:00.0,282,9183.9397,With Commission,1,At Risk
45283,00:00.0,280,31972.1684,With Commission,1,At Risk
45284,00:00.0,282,33797.7081,With Commission,1,At Risk
45285,00:00.0,275,16800.3827,With Commission,1,At Risk
45286,00:00.0,276,4331.5897,With Commission,1,At Risk
45287,00:00.0,277,472.3108,With Commission,1,At Risk
45288,00:00.0,279,33502.0313,With Commission,1,At Risk
45289,00:00.0,279,44776.7272,With Commission,1,At Risk
45290,00:00.0,276,37697.3974,With Commission,1,At Risk
45291,00:00.0,277,61426.8586,With Commission,1,At Risk
45292,00:00.0,281,32.121,With Commission,1,At Risk
45293,00:00.0,282,1889.2429,With Commission,1,At Risk
45294,00:00.0,276,38617.3999,With Commission,1,At Risk
45295,00:00.0,280,18350.9895,With Commission,1,At Risk
45296,00:00.0,280,27306.447,With Commission,1,At Risk
45297,00:00.0,275,7246.2473,With Commission,1,At Risk
45298,00:00.0,281,17819.975,With Commission,1,At Risk
45299,00:00.0,276,23005.4047,With Commission,1,At Risk
45300,00:00.0,279,101020.1731,With Commission,1,At Risk
45301,00:00.0,276,29945.0453,With Commission,1,At Risk
45302,00:00.0,275,25016.901,With Commission,1,At Risk
45303,00:00.0,280,22975.2493,With Commission,1,At Risk
45304,00:00.0,275,22885.8824,With Commission,1,At Risk
45305,00:00.0,282,25793.0294,With Commission,1,At Risk
45306,00:00.0,278,6884.5038,With Commission,1,At Risk
45307,00:00.0,277,32142.9153,With Commission,1,At Risk
45308,00:00.0,277,96861.429,With Commission,1,At Risk
45309,00:00.0,275,13432.3383,With Commission,1,At Risk
45310,00:00.0,282,16011.6727,With Commission,1,At Risk
45311,00:00.0,276,20601.5459,With Commission,1,At Risk
45312,00:00.0,279,2641.4923,With Commission,1,At Risk
45313,00:00.0,282,18905.681,With Commission,1,At Risk
45314,00:00.0,282,16921.7017,With Commission,1,At Risk
45315,00:00.0,278,57525.3938,With Commission,1,At Risk
45316,00:00.0,282,2280.1432,With Commission,1,At Risk
45317,00:00.0,274,68918.2404,No Commission,1,At Risk
45318,00:00.0,280,33750.5413,With Commission,1,At Risk
45319,00:00.0,282,16028.5627,With Commission,1,At Risk
45320,00:00.0,280,11476.7797,With Commission,1,At Risk
45321,00:00.0,276,68896.7026,With Commission,1,At Risk
45322,00:00.0,277,15356.3228,With Commission,1,At Risk
45323,00:00.0,278,43565.0481,With Commission,1,At Risk
45324,00:00.0,276,944.6214,With Commission,1,At Risk
45325,00:00.0,276,2914.6576,With Commission,1,At Risk
45326,00:00.0,277,25594.8725,With Commission,1,At Risk
45327,00:00.0,279,13710.4462,With Commission,1,At Risk
45328,00:00.0,276,71207.6516,With Commission,1,At Risk
45329,00:00.0,279,69598.4079,With Commission,1,At Risk
45330,00:00.0,279,76.9387,With Commission,1,At Risk
45331,00:00.0,279,22686.992,With Commission,1,At Risk
45332,00:00.0,277,31389.9814,With Commission,1,At Risk
45333,00:00.0,275,4756.5839,With Commission,1,At Risk
45334,00:00.0,277,57577.7682,With Commission,1,At Risk
45335,00:00.0,275,15813.998,With Commission,1,At Risk
45336,00:00.0,283,30762.7429,With Commission,1,At Risk
45337,00:00.0,279,19899.7785,With Commission,1,At Risk
45338,00:00.0,280,64342.9523,With Commission,1,At Risk
45339,00:00.0,276,31262.6438,With Commission,1,At Risk
45340,00:00.0,279,2874.2609,With Commission,1,At Risk
45341,00:00.0,277,39114.2895,With Commission,1,At Risk
